,W,R
50,2.9252266444099373e-07,0.9999990477516796
51,2.988702665804483e-07,0.9999990374754607
52,3.053556086553633e-07,0.9999990270883456
53,3.1198167955656764e-07,0.9999990165891378
54,3.187515330323942e-07,0.9999990059766274
55,3.256682890960563e-07,0.9999989952495917
56,3.327351354635651e-07,0.9999989844067948
57,3.3995532902284493e-07,0.9999989734469876
58,3.4733219733473493e-07,0.9999989623689072
59,3.548691401665549e-07,0.9999989511712774
60,3.6256963105895205e-07,0.999998939852808
61,3.704372189267479e-07,0.999998928412195
62,3.7847552969451865e-07,0.9999989168481201
63,3.866882679676747e-07,0.9999989051592513
64,3.950792187397941e-07,0.9999988933442415
65,4.036522491370084e-07,0.9999988814017298
66,4.1241131020024035e-07,0.99999886933034
67,4.213604387061116e-07,0.9999988571286814
68,4.305037590273715e-07,0.9999988447953483
69,4.3984548503368787e-07,0.9999988323289195
70,4.493899220336881e-07,0.9999988197279589
71,4.591414687591411e-07,0.9999988069910146
72,4.691046193921948e-07,0.9999987941166192
73,4.792839656366046e-07,0.9999987811032893
74,4.896841988339024e-07,0.9999987679495257
75,5.003101121254934e-07,0.9999987546538127
76,5.111666026616622e-07,0.9999987412146186
77,5.22258673858516e-07,0.9999987276303951
78,5.335914377039037e-07,0.999998713899577
79,5.451701171133657e-07,0.9999987000205822
80,5.570000483372198e-07,0.9999986859918119
81,5.690866834198659e-07,0.9999986718116496
